Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
FS,Suite of Food Security Indicators,165,Pakistan,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2018,2018,%,64.8,X,International reliable sources,
FS,Suite of Food Security Indicators,165,Pakistan,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2019,2019,%,90,X,International reliable sources,
FS,Suite of Food Security Indicators,165,Pakistan,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2019,2019,%,66.6,X,International reliable sources,
FS,Suite of Food Security Indicators,165,Pakistan,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2020,2020,%,90.1,X,International reliable sources,
FS,Suite of Food Security Indicators,165,Pakistan,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2020,2020,%,68.4,X,International reliable sources,
FS,Suite of Food Security Indicators,16,Bangladesh,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2011,2011,%,96.5,X,International reliable sources,
FS,Suite of Food Security Indicators,16,Bangladesh,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2011,2011,%,40.6,X,International reliable sources,
FS,Suite of Food Security Indicators,16,Bangladesh,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2012,2012,%,96.7,X,International reliable sources,
FS,Suite of Food Security Indicators,16,Bangladesh,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2012,2012,%,42.1,X,International reliable sources,
FS,Suite of Food Security Indicators,16,Bangladesh,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2013,2013,%,96.8,X,International reliable sources,
FS,Suite of Food Security Indicators,16,Bangladesh,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2013,2013,%,43.7,X,International reliable sources,
FS,Suite of Food Security Indicators,16,Bangladesh,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2014,2014,%,97,X,International reliable sources,
FS,Suite of Food Security Indicators,16,Bangladesh,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2014,2014,%,45.2,X,International reliable sources,
FS,Suite of Food Security Indicators,16,Bangladesh,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2015,2015,%,97.1,X,International reliable sources,
FS,Suite of Food Security Indicators,16,Bangladesh,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2015,2015,%,46.7,X,International reliable sources,
FS,Suite of Food Security Indicators,16,Bangladesh,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2016,2016,%,97.2,X,International reliable sources,
FS,Suite of Food Security Indicators,16,Bangladesh,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2016,2016,%,48.2,X,International reliable sources,
FS,Suite of Food Security Indicators,16,Bangladesh,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2017,2017,%,97.4,X,International reliable sources,
FS,Suite of Food Security Indicators,16,Bangladesh,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2017,2017,%,49.7,X,International reliable sources,
FS,Suite of Food Security Indicators,16,Bangladesh,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2018,2018,%,97.5,X,International reliable sources,
FS,Suite of Food Security Indicators,16,Bangladesh,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2018,2018,%,51.2,X,International reliable sources,
FS,Suite of Food Security Indicators,16,Bangladesh,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2019,2019,%,97.6,X,International reliable sources,
FS,Suite of Food Security Indicators,16,Bangladesh,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2019,2019,%,52.7,X,International reliable sources,
FS,Suite of Food Security Indicators,16,Bangladesh,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2020,2020,%,97.7,X,International reliable sources,
FS,Suite of Food Security Indicators,16,Bangladesh,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2020,2020,%,54.2,X,International reliable sources,
FS,Suite of Food Security Indicators,18,Bhutan,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2011,2011,%,93.2,X,International reliable sources,
FS,Suite of Food Security Indicators,18,Bhutan,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2011,2011,%,64.1,X,International reliable sources,
FS,Suite of Food Security Indicators,18,Bhutan,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2012,2012,%,94,X,International reliable sources,
FS,Suite of Food Security Indicators,18,Bhutan,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2012,2012,%,65.6,X,International reliable sources,
FS,Suite of Food Security Indicators,18,Bhutan,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2013,2013,%,94.7,X,International reliable sources,
FS,Suite of Food Security Indicators,18,Bhutan,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2013,2013,%,67.1,X,International reliable sources,
FS,Suite of Food Security Indicators,18,Bhutan,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2014,2014,%,95.4,X,International reliable sources,
FS,Suite of Food Security Indicators,18,Bhutan,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2014,2014,%,68.5,X,International reliable sources,
FS,Suite of Food Security Indicators,18,Bhutan,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2015,2015,%,96.2,X,International reliable sources,
FS,Suite of Food Security Indicators,18,Bhutan,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2015,2015,%,69.9,X,International reliable sources,
FS,Suite of Food Security Indicators,18,Bhutan,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2016,2016,%,96.8,X,International reliable sources,
FS,Suite of Food Security Indicators,18,Bhutan,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2016,2016,%,71.3,X,International reliable sources,
FS,Suite of Food Security Indicators,18,Bhutan,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2017,2017,%,97.2,X,International reliable sources,
FS,Suite of Food Security Indicators,18,Bhutan,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2017,2017,%,72.6,X,International reliable sources,
FS,Suite of Food Security Indicators,18,Bhutan,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2018,2018,%,97.3,X,International reliable sources,
FS,Suite of Food Security Indicators,18,Bhutan,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2018,2018,%,73.9,X,International reliable sources,
FS,Suite of Food Security Indicators,18,Bhutan,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2019,2019,%,97.3,X,International reliable sources,
FS,Suite of Food Security Indicators,18,Bhutan,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2019,2019,%,75.2,X,International reliable sources,
FS,Suite of Food Security Indicators,18,Bhutan,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2020,2020,%,97.3,X,International reliable sources,
FS,Suite of Food Security Indicators,18,Bhutan,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2020,2020,%,76.5,X,International reliable sources,
FS,Suite of Food Security Indicators,100,India,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2011,2011,%,86.2,X,International reliable sources,
FS,Suite of Food Security Indicators,100,India,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2011,2011,%,45.2,X,International reliable sources,
FS,Suite of Food Security Indicators,100,India,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2012,2012,%,86.7,X,International reliable sources,
FS,Suite of Food Security Indicators,100,India,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2012,2012,%,48.1,X,International reliable sources,
FS,Suite of Food Security Indicators,100,India,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2013,2013,%,87.2,X,International reliable sources,
FS,Suite of Food Security Indicators,100,India,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2013,2013,%,50.9,X,International reliable sources,
FS,Suite of Food Security Indicators,100,India,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2014,2014,%,87.7,X,International reliable sources,
FS,Suite of Food Security Indicators,100,India,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2014,2014,%,53.8,X,International reliable sources,
FS,Suite of Food Security Indicators,100,India,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2015,2015,%,88.1,X,International reliable sources,
FS,Suite of Food Security Indicators,100,India,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2015,2015,%,56.7,X,International reliable sources,
FS,Suite of Food Security Indicators,100,India,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2016,2016,%,88.6,X,International reliable sources,
FS,Suite of Food Security Indicators,100,India,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2016,2016,%,59.6,X,International reliable sources,
FS,Suite of Food Security Indicators,100,India,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2017,2017,%,89.1,X,International reliable sources,
FS,Suite of Food Security Indicators,100,India,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2017,2017,%,62.5,X,International reliable sources,
FS,Suite of Food Security Indicators,100,India,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2018,2018,%,89.6,X,International reliable sources,
FS,Suite of Food Security Indicators,100,India,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2018,2018,%,65.4,X,International reliable sources,
FS,Suite of Food Security Indicators,100,India,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2019,2019,%,90,X,International reliable sources,
FS,Suite of Food Security Indicators,100,India,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2019,2019,%,68.3,X,International reliable sources,
FS,Suite of Food Security Indicators,100,India,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2020,2020,%,90.5,X,International reliable sources,
FS,Suite of Food Security Indicators,100,India,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2020,2020,%,71.3,X,International reliable sources,
FS,Suite of Food Security Indicators,149,Nepal,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2011,2011,%,85.9,X,International reliable sources,
FS,Suite of Food Security Indicators,149,Nepal,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2011,2011,%,45.2,X,International reliable sources,
FS,Suite of Food Security Indicators,149,Nepal,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2012,2012,%,86.4,X,International reliable sources,
FS,Suite of Food Security Indicators,149,Nepal,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2012,2012,%,48.5,X,International reliable sources,
FS,Suite of Food Security Indicators,149,Nepal,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2013,2013,%,86.8,X,International reliable sources,
FS,Suite of Food Security Indicators,149,Nepal,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2013,2013,%,51.8,X,International reliable sources,
FS,Suite of Food Security Indicators,149,Nepal,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2014,2014,%,87.3,X,International reliable sources,
FS,Suite of Food Security Indicators,149,Nepal,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2014,2014,%,55.1,X,International reliable sources,
FS,Suite of Food Security Indicators,149,Nepal,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2015,2015,%,87.8,X,International reliable sources,
FS,Suite of Food Security Indicators,149,Nepal,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2015,2015,%,58.6,X,International reliable sources,
FS,Suite of Food Security Indicators,149,Nepal,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2016,2016,%,88.3,X,International reliable sources,
FS,Suite of Food Security Indicators,149,Nepal,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2016,2016,%,62,X,International reliable sources,
FS,Suite of Food Security Indicators,149,Nepal,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2017,2017,%,88.7,X,International reliable sources,
FS,Suite of Food Security Indicators,149,Nepal,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2017,2017,%,65.6,X,International reliable sources,
FS,Suite of Food Security Indicators,149,Nepal,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2018,2018,%,89.2,X,International reliable sources,
FS,Suite of Food Security Indicators,149,Nepal,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2018,2018,%,69.2,X,International reliable sources,
FS,Suite of Food Security Indicators,149,Nepal,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2019,2019,%,89.6,X,International reliable sources,
FS,Suite of Food Security Indicators,149,Nepal,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2019,2019,%,72.9,X,International reliable sources,
FS,Suite of Food Security Indicators,149,Nepal,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2020,2020,%,90.1,X,International reliable sources,
FS,Suite of Food Security Indicators,149,Nepal,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2020,2020,%,76.6,X,International reliable sources,
FS,Suite of Food Security Indicators,38,Sri Lanka,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2011,2011,%,87.4,X,International reliable sources,
FS,Suite of Food Security Indicators,38,Sri Lanka,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2011,2011,%,86.9,X,International reliable sources,
FS,Suite of Food Security Indicators,38,Sri Lanka,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2012,2012,%,88,X,International reliable sources,
FS,Suite of Food Security Indicators,38,Sri Lanka,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2012,2012,%,87.8,X,International reliable sources,
FS,Suite of Food Security Indicators,38,Sri Lanka,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2013,2013,%,88.7,X,International reliable sources,
FS,Suite of Food Security Indicators,38,Sri Lanka,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2013,2013,%,88.8,X,International reliable sources,
FS,Suite of Food Security Indicators,38,Sri Lanka,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2014,2014,%,89.4,X,International reliable sources,
FS,Suite of Food Security Indicators,38,Sri Lanka,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2014,2014,%,89.8,X,International reliable sources,
FS,Suite of Food Security Indicators,38,Sri Lanka,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2015,2015,%,90.1,X,International reliable sources,
FS,Suite of Food Security Indicators,38,Sri Lanka,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2015,2015,%,90.7,X,International reliable sources,
FS,Suite of Food Security Indicators,38,Sri Lanka,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2016,2016,%,90.8,X,International reliable sources,
FS,Suite of Food Security Indicators,38,Sri Lanka,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2016,2016,%,91.7,X,International reliable sources,
FS,Suite of Food Security Indicators,38,Sri Lanka,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2017,2017,%,91.5,X,International reliable sources,
FS,Suite of Food Security Indicators,38,Sri Lanka,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2017,2017,%,92.7,X,International reliable sources,
FS,Suite of Food Security Indicators,38,Sri Lanka,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2018,2018,%,92.2,X,International reliable sources,
FS,Suite of Food Security Indicators,38,Sri Lanka,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2018,2018,%,93.7,X,International reliable sources,
FS,Suite of Food Security Indicators,38,Sri Lanka,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2019,2019,%,92.2,X,International reliable sources,
FS,Suite of Food Security Indicators,38,Sri Lanka,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2019,2019,%,93.7,X,International reliable sources,
FS,Suite of Food Security Indicators,38,Sri Lanka,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2020,2020,%,92.2,X,International reliable sources,
FS,Suite of Food Security Indicators,38,Sri Lanka,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2020,2020,%,93.7,X,International reliable sources,
FS,Suite of Food Security Indicators,2,Afghanistan,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2011,2011,%,50.8,X,International reliable sources,
FS,Suite of Food Security Indicators,2,Afghanistan,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2011,2011,%,36.4,X,International reliable sources,
FS,Suite of Food Security Indicators,2,Afghanistan,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2012,2012,%,53.4,X,International reliable sources,
FS,Suite of Food Security Indicators,2,Afghanistan,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2012,2012,%,38,X,International reliable sources,
FS,Suite of Food Security Indicators,2,Afghanistan,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2013,2013,%,56,X,International reliable sources,
FS,Suite of Food Security Indicators,2,Afghanistan,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2013,2013,%,39.5,X,International reliable sources,
FS,Suite of Food Security Indicators,2,Afghanistan,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2014,2014,%,58.7,X,International reliable sources,
FS,Suite of Food Security Indicators,2,Afghanistan,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2014,2014,%,41.1,X,International reliable sources,
FS,Suite of Food Security Indicators,2,Afghanistan,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2015,2015,%,61.3,X,International reliable sources,
FS,Suite of Food Security Indicators,2,Afghanistan,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2015,2015,%,42.6,X,International reliable sources,
FS,Suite of Food Security Indicators,2,Afghanistan,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2016,2016,%,64.1,X,International reliable sources,
FS,Suite of Food Security Indicators,2,Afghanistan,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2016,2016,%,44.2,X,International reliable sources,
FS,Suite of Food Security Indicators,2,Afghanistan,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2017,2017,%,66.8,X,International reliable sources,
FS,Suite of Food Security Indicators,2,Afghanistan,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2017,2017,%,45.8,X,International reliable sources,
FS,Suite of Food Security Indicators,2,Afghanistan,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2018,2018,%,69.6,X,International reliable sources,
FS,Suite of Food Security Indicators,2,Afghanistan,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2018,2018,%,47.4,X,International reliable sources,
FS,Suite of Food Security Indicators,2,Afghanistan,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2019,2019,%,72.4,X,International reliable sources,
FS,Suite of Food Security Indicators,2,Afghanistan,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2019,2019,%,49,X,International reliable sources,
FS,Suite of Food Security Indicators,2,Afghanistan,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2020,2020,%,75.1,X,International reliable sources,
FS,Suite of Food Security Indicators,2,Afghanistan,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2020,2020,%,50.5,X,International reliable sources,
FS,Suite of Food Security Indicators,132,Maldives,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2011,2011,%,97.6,X,International reliable sources,
FS,Suite of Food Security Indicators,132,Maldives,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2011,2011,%,89.1,X,International reliable sources,
FS,Suite of Food Security Indicators,132,Maldives,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2012,2012,%,97.9,X,International reliable sources,
FS,Suite of Food Security Indicators,132,Maldives,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2012,2012,%,90.3,X,International reliable sources,
FS,Suite of Food Security Indicators,132,Maldives,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2013,2013,%,98.2,X,International reliable sources,
FS,Suite of Food Security Indicators,132,Maldives,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2013,2013,%,91.6,X,International reliable sources,
FS,Suite of Food Security Indicators,132,Maldives,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2014,2014,%,98.5,X,International reliable sources,
FS,Suite of Food Security Indicators,132,Maldives,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2014,2014,%,92.8,X,International reliable sources,
FS,Suite of Food Security Indicators,132,Maldives,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2015,2015,%,98.8,X,International reliable sources,
FS,Suite of Food Security Indicators,132,Maldives,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2015,2015,%,94,X,International reliable sources,
FS,Suite of Food Security Indicators,132,Maldives,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2016,2016,%,99,X,International reliable sources,
FS,Suite of Food Security Indicators,132,Maldives,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2016,2016,%,95.1,X,International reliable sources,
FS,Suite of Food Security Indicators,132,Maldives,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2017,2017,%,99,X,International reliable sources,
FS,Suite of Food Security Indicators,132,Maldives,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2017,2017,%,96.1,X,International reliable sources,
FS,Suite of Food Security Indicators,132,Maldives,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2018,2018,%,99,X,International reliable sources,
FS,Suite of Food Security Indicators,132,Maldives,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2018,2018,%,97.2,X,International reliable sources,
FS,Suite of Food Security Indicators,132,Maldives,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2019,2019,%,99,X,International reliable sources,
FS,Suite of Food Security Indicators,132,Maldives,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2019,2019,%,98.3,X,International reliable sources,
FS,Suite of Food Security Indicators,132,Maldives,6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2020,2020,%,99,X,International reliable sources,
FS,Suite of Food Security Indicators,132,Maldives,6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2020,2020,%,99,X,International reliable sources,
FS,Suite of Food Security Indicators,102,Iran (Islamic Republic of),6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2011,2011,%,96.2,X,International reliable sources,
FS,Suite of Food Security Indicators,102,Iran (Islamic Republic of),6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2011,2011,%,85.9,X,International reliable sources,
FS,Suite of Food Security Indicators,102,Iran (Islamic Republic of),6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2012,2012,%,96.4,X,International reliable sources,
FS,Suite of Food Security Indicators,102,Iran (Islamic Republic of),6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2012,2012,%,86.6,X,International reliable sources,
FS,Suite of Food Security Indicators,102,Iran (Islamic Republic of),6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2013,2013,%,96.5,X,International reliable sources,
FS,Suite of Food Security Indicators,102,Iran (Islamic Republic of),6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2013,2013,%,87.2,X,International reliable sources,
FS,Suite of Food Security Indicators,102,Iran (Islamic Republic of),6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2014,2014,%,96.7,X,International reliable sources,
FS,Suite of Food Security Indicators,102,Iran (Islamic Republic of),6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2014,2014,%,87.8,X,International reliable sources,
FS,Suite of Food Security Indicators,102,Iran (Islamic Republic of),6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2015,2015,%,96.8,X,International reliable sources,
FS,Suite of Food Security Indicators,102,Iran (Islamic Republic of),6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2015,2015,%,88.4,X,International reliable sources,
FS,Suite of Food Security Indicators,102,Iran (Islamic Republic of),6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2016,2016,%,96.9,X,International reliable sources,
FS,Suite of Food Security Indicators,102,Iran (Islamic Republic of),6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2016,2016,%,89,X,International reliable sources,
FS,Suite of Food Security Indicators,102,Iran (Islamic Republic of),6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2017,2017,%,97.1,X,International reliable sources,
FS,Suite of Food Security Indicators,102,Iran (Islamic Republic of),6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2017,2017,%,89.5,X,International reliable sources,
FS,Suite of Food Security Indicators,102,Iran (Islamic Republic of),6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2018,2018,%,97.2,X,International reliable sources,
FS,Suite of Food Security Indicators,102,Iran (Islamic Republic of),6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2018,2018,%,89.9,X,International reliable sources,
FS,Suite of Food Security Indicators,102,Iran (Islamic Republic of),6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2019,2019,%,97.4,X,International reliable sources,
FS,Suite of Food Security Indicators,102,Iran (Islamic Republic of),6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2019,2019,%,90.2,X,International reliable sources,
FS,Suite of Food Security Indicators,102,Iran (Islamic Republic of),6121,Value,21047,Percentage of population using at least basic drinking water services (percent),2020,2020,%,97.5,X,International reliable sources,
FS,Suite of Food Security Indicators,102,Iran (Islamic Republic of),6121,Value,21048,Percentage of population using at least basic sanitation services (percent),2020,2020,%,90.3,X,International reliable sources,
